Meter ,IP ,Keys
CRYT3163119,2405:0203:c3f9:B14C:0000:0000:0000:0010,123
CRYT3158256,2405:0203:c3f9:ABB2:0000:0000:0000:0010,123
CRYT3162455,2405:0203:c3f4:EED1:0000:0000:0000:0010,123
CRYT3153919,2405:0203:c3f4:F0D7:0000:0000:0000:0010,123
CRYT3028500,2405:0203:c3f4:5432:0000:0000:0000:0010,123
CRYT3035768,2405:0203:c3f4:7F97:0000:0000:0000:0010,123
CRYT3033342,2405:0203:c3f4:AF18:0000:0000:0000:0010,123
CRYT3070145,2405:0203:c3f4:8158:0000:0000:0000:0010,123
CRYT3071504,2405:0203:c3f4:CBC9:0000:0000:0000:0010,123
CRYT3157452,2405:0203:c3f4:E609:0000:0000:0000:0010,123
CRYT3161290,2405:0203:c3f9:9CB8:0000:0000:0000:0010,123
CRYT3153892,2405:0203:c3f4:F437:0000:0000:0000:0010,123
CRYT3074650,2405:0203:c3f4:959F:0000:0000:0000:0010,123
CRYT3159480,2405:0203:c3f9:B7A4:0000:0000:0000:0010,123
CRYT3065121,2405:0203:c3f4:7F26:0000:0000:0000:0010,123
CRYT3071266,2405:0203:c3f4:C5D5:0000:0000:0000:0010,123
CRYT3028324,2405:0203:c3f4:5476:0000:0000:0000:0010,123
CRYT3044809,2405:0203:c3f4:7B6C:0000:0000:0000:0010,123
CRYT3044762,2405:0203:c3f4:7B32:0000:0000:0000:0010,123
CRYT3154741,2405:0203:c3f4:F28F:0000:0000:0000:0010,123
CRYT3345366,2405:0203:c3e0:C4C8:0000:0000:0000:0010,123
CRYT3368576,2405:0203:c3e0:E4A5:0000:0000:0000:0010,123
CRYT3015043,2405:0203:c3f4:4443:0000:0000:0000:0010,123
CRYT3373292,2405:0203:c3e0:997E:0000:0000:0000:0010,123
CRYT3044732,2405:0203:c3f4:68F9:0000:0000:0000:0010,123
CRYT3034641,2405:0203:c3f4:9D60:0000:0000:0000:0010,123
CRYT3032559,2405:0203:c3f4:B089:0000:0000:0000:0010,123
CRYT3073966,2405:0203:c3f9:88AD:0000:0000:0000:0010,123
CRYT3040782,2405:0203:c3f4:BDF4:0000:0000:0000:0010,123
CRYT3030066,2405:0203:c3f4:B654:0000:0000:0000:0010,123
CRYT3072049,2405:0203:c3f4:C85E:0000:0000:0000:0010,123
CRYT3018740,2405:0203:c3f4:619D:0000:0000:0000:0010,123
CRYT3019205,2405:0203:c3f4:5968:0000:0000:0000:0010,123
CRYT3025149,2405:0203:c3f4:4152:0000:0000:0000:0010,123
CRYT3028616,2405:0203:c3f4:59E7:0000:0000:0000:0010,123
CRYT3163945,2405:0203:c3f9:AFF1:0000:0000:0000:0010,123
CRYT3156253,2405:0203:c3f9:B138:0000:0000:0000:0010,123
CRYT3074401,2405:0203:c3f9:7142:0000:0000:0000:0010,123
CRYT3026123,2405:0203:c3f4:3A07:0000:0000:0000:0010,123
CRYT3019463,2405:0203:c3f4:6D96:0000:0000:0000:0010,123
CRYT3033589,2405:0203:c3f4:A199:0000:0000:0000:0010,123
CRYT3163311,2405:0203:c3f9:AC9C:0000:0000:0000:0010,123
CRYT3152216,2405:0203:c3f9:C16B:0000:0000:0000:0010,123
CRYT3030278,2405:0203:c3f4:B705:0000:0000:0000:0010,123
CRYT3030948,2405:0203:c3f4:C0C1:0000:0000:0000:0010,123
CRYT3041066,2405:0203:c3f4:B542:0000:0000:0000:0010,123
CRYT3035360,2405:0203:c3f4:82A6:0000:0000:0000:0010,123
CRYT3073723,2405:0203:c3f9:855A:0000:0000:0000:0010,123
CRYT3016493,2405:0203:c3f4:4549:0000:0000:0000:0010,123
CRYT3074764,2405:0203:c3f9:88D0:0000:0000:0000:0010,123
CRYT3157048,2405:0203:c3f9:A425:0000:0000:0000:0010,123
CRYT3151810,2405:0203:c3f9:C22A:0000:0000:0000:0010,123
CRYT3039538,2405:0203:c3f4:7986:0000:0000:0000:0010,123
CRYT3158927,2405:0203:c3f4:EB34:0000:0000:0000:0010,123
CRYT3159506,2405:0203:c3f9:BA60:0000:0000:0000:0010,123
CRYT3158315,2405:0203:c3f9:AAFE:0000:0000:0000:0010,123
CRYT3029282,2405:0203:c3f4:57C4:0000:0000:0000:0010,123
CRYT3031951,2405:0203:c3f4:B455:0000:0000:0000:0010,123
CRYT3018450,2405:0203:c3f4:5091:0000:0000:0000:0010,123
CRYT3414036,2405:0203:c3e1:5FF5:0000:0000:0000:0010,123
CRYT3156342,2405:0203:c3f9:AE8D:0000:0000:0000:0010,123
CRYT3066587,2405:0203:c3f4:72EB:0000:0000:0000:0010,123
CRYT3073571,2405:0203:c3f9:8635:0000:0000:0000:0010,123
CRYT3040432,2405:0203:c3f4:B9A5:0000:0000:0000:0010,123
CRYT3069418,2405:0203:c3f4:C3F0:0000:0000:0000:0010,123
CRYT3065354,2405:0203:c3f4:7E85:0000:0000:0000:0010,123
CRYT3066570,2405:0203:c3f4:6907:0000:0000:0000:0010,123
CRYT3071453,2405:0203:c3f4:C5BB:0000:0000:0000:0010,123
CRYT3033290,2405:0203:c3f4:A2C3:0000:0000:0000:0010,123
CRYT3025078,2405:0203:c3f4:418A:0000:0000:0000:0010,123
CRYT3029102,2405:0203:c3f4:5D5C:0000:0000:0000:0010,123
CRYT3037707,2405:0203:c3f4:72D1:0000:0000:0000:0010,123
CRYT3039587,2405:0203:c3f4:94C4:0000:0000:0000:0010,123
CRYT3034904,2405:0203:c3f4:9A72:0000:0000:0000:0010,123
CRYT3015251,2405:0203:c3f4:45F4:0000:0000:0000:0010,123
CRYT3067822,2405:0203:c3f4:D149:0000:0000:0000:0010,123
CRYT3068837,2405:0203:c3f4:D1CB:0000:0000:0000:0010,123
CRYT3031959,2405:0203:c3f4:A684:0000:0000:0000:0010,123
CRYT3025527,2405:0203:c3f4:3FF0:0000:0000:0000:0010,123
CRYT3041861,2405:0203:c3f4:A232:0000:0000:0000:0010,123
CRYT3163081,2405:0203:c3f9:AE1F:0000:0000:0000:0010,123
CRYT3163574,2405:0203:c3f9:AB26:0000:0000:0000:0010,123
CRYT3156183,2405:0203:c3f9:AD99:0000:0000:0000:0010,123
CRYT3015774,2405:0203:c3f4:5625:0000:0000:0000:0010,123
CRYT3065072,2405:0203:c3f4:946B:0000:0000:0000:0010,123
CRYT3041698,2405:0203:c3f4:A36E:0000:0000:0000:0010,123
CRYT3017570,2405:0203:c3f4:50A2:0000:0000:0000:0010,123
CRYT3163755,2405:0203:c3f9:BA06:0000:0000:0000:0010,123
CRYT3152238,2405:0203:c3f9:C0E4:0000:0000:0000:0010,123
CRYT3027781,2405:0203:c3f4:4A59:0000:0000:0000:0010,123
CRYT3016663,2405:0203:c3f4:45D2:0000:0000:0000:0010,123
CRYT3026571,2405:0203:c3f4:48B6:0000:0000:0000:0010,123
CRYT3036372,2405:0203:c3f4:8176:0000:0000:0000:0010,123
CRYT3041117,2405:0203:c3f4:B4D6:0000:0000:0000:0010,123
CRYT3074231,2405:0203:c3f9:8AA4:0000:0000:0000:0010,123
CRYT3041511,2405:0203:c3f4:A487:0000:0000:0000:0010,123
CRYT3039573,2405:0203:c3f4:9950:0000:0000:0000:0010,123
CRYT3044171,2405:0203:c3f4:69D3:0000:0000:0000:0010,123
CRYT3025024,2405:0203:c3f4:416F:0000:0000:0000:0010,123
CRYT3015363,2405:0203:c3f4:5252:0000:0000:0000:0010,123
CRYT3033100,2405:0203:c3f4:A13D:0000:0000:0000:0010,123
CRYT3034695,2405:0203:c3f4:9C50:0000:0000:0000:0010,123
CRYT3066519,2405:0203:c3f4:6955:0000:0000:0000:0010,123
CRYT3031493,2405:0203:c3f4:B1F7:0000:0000:0000:0010,123
CRYT3073935,2405:0203:c3f9:8640:0000:0000:0000:0010,123
CRYT3069757,2405:0203:c3f4:C22E:0000:0000:0000:0010,123
CRYT3040479,2405:0203:c3f4:BB3C:0000:0000:0000:0010,123
CRYT3035376,2405:0203:c3f4:62E5:0000:0000:0000:0010,123
CRYT3074262,2405:0203:c3f9:8840:0000:0000:0000:0010,123
CRYT3151446,2405:0203:c3f9:C04E:0000:0000:0000:0010,123
CRYT3164174,2405:0203:c3f4:E2E6:0000:0000:0000:0010,123
CRYT3071865,2405:0203:c3f4:8CDF:0000:0000:0000:0010,123
CRYT3071431,2405:0203:c3f4:CB74:0000:0000:0000:0010,123
CRYT3029802,2405:0203:c3f4:611C:0000:0000:0000:0010,123
CRYT3035004,2405:0203:c3f4:9487:0000:0000:0000:0010,123
CRYT3035049,2405:0203:c3f4:7A41:0000:0000:0000:0010,123
CRYT3025323,2405:0203:c3f4:4242:0000:0000:0000:0010,123
CRYT3153719,2405:0203:c3f9:9ED1:0000:0000:0000:0010,123
CRYT3161036,2405:0203:c3f9:9B2F:0000:0000:0000:0010,123
CRYT3156626,2405:0203:c3f9:B90F:0000:0000:0000:0010,123
CRYT3158286,2405:0203:c3f9:9F19:0000:0000:0000:0010,123
CRYT3158074,2405:0203:c3f9:B71B:0000:0000:0000:0010,123
CRYT3151837,2405:0203:c3f9:C22C:0000:0000:0000:0010,123
CRYT3162728,2405:0203:c3f4:3D17:0000:0000:0000:0010,123
CRYT3157526,2405:0203:c3f4:F6E3:0000:0000:0000:0010,123
CRYT3151037,2405:0203:c3f9:BE83:0000:0000:0000:0010,123
CRYT3016350,2405:0203:c3f4:3E69:0000:0000:0000:0010,123
CRYT3030572,2405:0203:c3f4:B7D4:0000:0000:0000:0010,123
CRYT3039142,2405:0203:c3f4:6DEC:0000:0000:0000:0010,123
CRYT3032242,2405:0203:c3f4:A59B:0000:0000:0000:0010,123
CRYT3016319,2405:0203:c3f4:3F2A:0000:0000:0000:0010,123
CRYT3070405,2405:0203:c3f4:D3D8:0000:0000:0000:0010,123
CRYT3019998,2405:0203:c3f4:762B:0000:0000:0000:0010,123
CRYT3028698,2405:0203:c3f4:5F3D:0000:0000:0000:0010,123
CRYT3044898,2405:0203:c3f4:7260:0000:0000:0000:0010,123
CRYT3151741,2405:0203:c3f9:C1EB:0000:0000:0000:0010,123
CRYT3152650,2405:0203:c3f9:9ACC:0000:0000:0000:0010,123
CRYT3027565,2405:0203:c3f4:4B44:0000:0000:0000:0010,123
CRYT3033604,2405:0203:c3f4:AB8E:0000:0000:0000:0010,123
CRYT3031720,2405:0203:c3f4:A6D6:0000:0000:0000:0010,123
CRYT3038194,2405:0203:c3f4:943D:0000:0000:0000:0010,123
CRYT3029240,2405:0203:c3f4:5CFF:0000:0000:0000:0010,123
CRYT3065360,2405:0203:c3f4:7E7B:0000:0000:0000:0010,123
CRYT3030093,2405:0203:c3f4:C155:0000:0000:0000:0010,123
CRYT3034850,2405:0203:c3f4:9A87:0000:0000:0000:0010,123
CRYT3018121,2405:0203:c3f4:3A1C:0000:0000:0000:0010,123
CRYT3161997,2405:0203:c3f9:A417:0000:0000:0000:0010,123
CRYT3151489,2405:0203:c3f9:C0AD:0000:0000:0000:0010,123
CRYT3019903,2405:0203:c3f4:6A8A:0000:0000:0000:0010,123
CRYT3044649,2405:0203:c3f4:7BF4:0000:0000:0000:0010,123
CRYT3155493,2405:0203:c3f4:EEE5:0000:0000:0000:0010,123
CRYT3150337,2405:0203:c3f9:A087:0000:0000:0000:0010,123
CRYT3155817,2405:0203:c3f4:F619:0000:0000:0000:0010,123
CRYT3155504,2405:0203:c3f4:EEE0:0000:0000:0000:0010,123
CRYT3164806,2405:0203:c3f9:BBAE:0000:0000:0000:0010,123
CRYT3074673,2405:0203:c3f9:88ED:0000:0000:0000:0010,123
CRYT3042917,2405:0203:c3f4:9DEC:0000:0000:0000:0010,123
CRYT3067065,2405:0203:c3f4:CAFB:0000:0000:0000:0010,123
CRYT3030541,2405:0203:c3f4:B722:0000:0000:0000:0010,123
CRYT3032746,2405:0203:c3f4:A216:0000:0000:0000:0010,123
CRYT3387497,2405:0203:c3e0:78A0:0000:0000:0000:0010,123
CRYT3153457,2405:0203:c3f9:A4B4:0000:0000:0000:0010,123
CRYT3157475,2405:0203:c3f4:EF3E:0000:0000:0000:0010,123
CRYT3153461,2405:0203:c3f9:A4AE:0000:0000:0000:0010,123
CRYT3151735,2405:0203:c3f9:9890:0000:0000:0000:0010,123
CRYT3159857,2405:0203:c3f9:B400:0000:0000:0000:0010,123
CRYT3157574,2405:0203:c3f4:F70F:0000:0000:0000:0010,123
CRYT3159937,2405:0203:c3f9:B56E:0000:0000:0000:0010,123
CRYT3027528,2405:0203:c3f4:4CEC:0000:0000:0000:0010,123
CRYT3031855,2405:0203:c3f4:B518:0000:0000:0000:0010,123
CRYT3038315,2405:0203:c3f4:66F8:0000:0000:0000:0010,123
CRYT3072765,2405:0203:c3f4:8B42:0000:0000:0000:0010,123
CRYT3043099,2405:0203:c3f4:96ED:0000:0000:0000:0010,123
CRYT3035278,2405:0203:c3f4:827E:0000:0000:0000:0010,123
CRYT3154807,2405:0203:c3f4:E8E2:0000:0000:0000:0010,123
CRYT3162689,2405:0203:c3f4:F397:0000:0000:0000:0010,123
CRYT3164296,2405:0203:c3f9:6364:0000:0000:0000:0010,123
CRYT3151344,2405:0203:c3f9:BF62:0000:0000:0000:0010,123
CRYT3015002,2405:0203:c3f4:3ECC:0000:0000:0000:0010,123
CRYT3032648,2405:0203:c3f4:A226:0000:0000:0000:0010,123
CRYT3164012,2405:0203:c3f4:4D0F:0000:0000:0000:0010,123
CRYT3156851,2405:0203:c3f9:B3BF:0000:0000:0000:0010,123
CRYT3038551,2405:0203:c3f4:655B:0000:0000:0000:0010,123
CRYT3069711,2405:0203:c3f4:B7FB:0000:0000:0000:0010,123
CRYT3071860,2405:0203:c3f4:8A6C:0000:0000:0000:0010,123
CRYT3065244,2405:0203:c3f4:7EFD:0000:0000:0000:0010,123
CRYT3040244,2405:0203:c3f4:BA34:0000:0000:0000:0010,123
CRYT3072053,2405:0203:c3f9:8C2B:0000:0000:0000:0010,123
CRYT3160483,2405:0203:c3f9:A3C2:0000:0000:0000:0010,123
CRYT3162422,2405:0203:c3f4:EEE7:0000:0000:0000:0010,123
CRYT3156780,2405:0203:c3f9:B699:0000:0000:0000:0010,123
CRYT3016364,2405:0203:c3f4:3E8A:0000:0000:0000:0010,123
CRYT3039875,2405:0203:c3f4:82F1:0000:0000:0000:0010,123
CRYT3151953,2405:0203:c3f9:984B:0000:0000:0000:0010,123
CRYT3163238,2405:0203:c3f9:ADE3:0000:0000:0000:0010,123
CRYT3042652,2405:0203:c3f4:A9D6:0000:0000:0000:0010,123
CRYT3043783,2405:0203:c3f4:6C31:0000:0000:0000:0010,123
CRYT3040679,2405:0203:c3f4:BFC7:0000:0000:0000:0010,123
CRYT3069227,2405:0203:c3f4:C44B:0000:0000:0000:0010,123
CRYT3163280,2405:0203:c3f9:AC9B:0000:0000:0000:0010,123
CRYT3154430,2405:0203:c3f9:A7C9:0000:0000:0000:0010,123
CRYT3150480,2405:0203:c3f9:5C58:0000:0000:0000:0010,123
CRYT3152137,2405:0203:c3f9:C18A:0000:0000:0000:0010,123
CRYT3152584,2405:0203:c3f9:A520:0000:0000:0000:0010,123
CRYT3017998,2405:0203:c3f4:5D6E:0000:0000:0000:0010,123
CRYT3068310,2405:0203:c3f4:CFA7:0000:0000:0000:0010,123
CRYT3019426,2405:0203:c3f4:6D8B:0000:0000:0000:0010,123
CRYT3160540,2405:0203:c3f9:99FF:0000:0000:0000:0010,123
CRYT3157022,2405:0203:c3f9:A4C1:0000:0000:0000:0010,123
CRYT3164715,2405:0203:c3f9:B300:0000:0000:0000:0010,123
CRYT3164330,2405:0203:c3f4:E2D9:0000:0000:0000:0010,123
CRYT3327395,2405:0203:c3fa:CE62:0000:0000:0000:0010,123
CRYT3155267,2405:0203:c3f4:EE2F:0000:0000:0000:0010,123
CRYT3163695,2405:0203:c3f9:B060:0000:0000:0000:0010,123
CRYT3155470,2405:0203:c3f4:EED7:0000:0000:0000:0010,123
CRYT3311455,2405:0203:c3fa:3201:0000:0000:0000:0010,123
CRYT3155394,2405:0203:c3f4:EC9D:0000:0000:0000:0010,123
CRYT3152800,2405:0203:c3f9:9BA0:0000:0000:0000:0010,123
CRYT3163248,2405:0203:c3f9:B191:0000:0000:0000:0010,123
CRYT3366767,2405:0203:c3e0:E842:0000:0000:0000:0010,123
CRYT3018980,2405:0203:c3f4:5975:0000:0000:0000:0010,123
CRYT3067492,2405:0203:c3f4:D3A6:0000:0000:0000:0010,123
CRYT3068558,2405:0203:c3f4:CFD9:0000:0000:0000:0010,123
CRYT3067987,2405:0203:c3f4:D14F:0000:0000:0000:0010,123
CRYT3069239,2405:0203:c3f4:C430:0000:0000:0000:0010,123
CRYT3037638,2405:0203:c3f4:736C:0000:0000:0000:0010,123
CRYT3034776,2405:0203:c3f4:9BA3:0000:0000:0000:0010,123
CRYT3038531,2405:0203:c3f4:653A:0000:0000:0000:0010,123
CRYT3161773,2405:0203:c3f4:F265:0000:0000:0000:0010,123
CRYT3160152,2405:0203:c3f4:F1A5:0000:0000:0000:0010,123
CRYT3376276,2405:0203:c3e0:CA5D:0000:0000:0000:0010,123
CRYT3156865,2405:0203:c3f9:B9B7:0000:0000:0000:0010,123
CRYT3036117,2405:0203:c3f4:6C54:0000:0000:0000:0010,123
CRYT3160904,2405:0203:c3f4:EFA6:0000:0000:0000:0010,123
CRYT3073692,2405:0203:c3f9:8CC3:0000:0000:0000:0010,123
CRYT3070850,2405:0203:c3f4:C2C9:0000:0000:0000:0010,123
CRYT3074019,2405:0203:c3f9:6F45:0000:0000:0000:0010,123
CRYT3035179,2405:0203:c3f4:7A73:0000:0000:0000:0010,123
CRYT3159080,2405:0203:c3f9:B4EA:0000:0000:0000:0010,123
CRYT3160101,2405:0203:c3f9:9BB8:0000:0000:0000:0010,123
CRYT3161477,2405:0203:c3f9:A2BA:0000:0000:0000:0010,123
CRYT3153676,2405:0203:c3f9:A004:0000:0000:0000:0010,123
CRYT3015746,2405:0203:c3f4:55B6:0000:0000:0000:0010,123
CRYT3038113,2405:0203:c3f4:663B:0000:0000:0000:0010,123
CRYT3034788,2405:0203:c3f4:9BCD:0000:0000:0000:0010,123
CRYT3044743,2405:0203:c3f4:687B:0000:0000:0000:0010,123
CRYT3073428,2405:0203:c3f9:85B9:0000:0000:0000:0010,123
CRYT3068771,2405:0203:c3f4:D21E:0000:0000:0000:0010,123
CRYT3033903,2405:0203:c3f4:A921:0000:0000:0000:0010,123
CRYT3157192,2405:0203:c3f9:9CFB:0000:0000:0000:0010,123
CRYT3334798,2405:0203:c3f9:CBE7:0000:0000:0000:0010,123
CRYT3156424,2405:0203:c3f9:A9C4:0000:0000:0000:0010,123
CRYT3019333,2405:0203:c3f4:5775:0000:0000:0000:0010,123
CRYT3026218,2405:0203:c3f4:3FAD:0000:0000:0000:0010,123
CRYT3019566,2405:0203:c3f4:847A:0000:0000:0000:0010,123
CRYT3029917,2405:0203:c3f4:8501:0000:0000:0000:0010,123
CRYT3029552,2405:0203:c3f4:6CD2:0000:0000:0000:0010,123
CRYT3034979,2405:0203:c3f4:9C05:0000:0000:0000:0010,123
CRYT3038316,2405:0203:c3f4:66BC:0000:0000:0000:0010,123
CRYT3065717,2405:0203:c3f4:7969:0000:0000:0000:0010,123
CRYT3068680,2405:0203:c3f4:C7FD:0000:0000:0000:0010,123
CRYT3153287,2405:0203:c3f9:9EAE:0000:0000:0000:0010,123
CRYT3160624,2405:0203:c3f4:F16B:0000:0000:0000:0010,123
CRYT3154806,2405:0203:c3f4:E8E6:0000:0000:0000:0010,123
CRYT3160461,2405:0203:c3f9:9DE0:0000:0000:0000:0010,123
CRYT3158995,2405:0203:c3f4:EB25:0000:0000:0000:0010,123
CRYT3043351,2405:0203:c3f4:93B1:0000:0000:0000:0010,123
CRYT3015150,2405:0203:c3f4:4740:0000:0000:0000:0010,123
CRYT3033072,2405:0203:c3f4:AFBF:0000:0000:0000:0010,123
CRYT3032902,2405:0203:c3f4:ADB0:0000:0000:0000:0010,123
CRYT3033957,2405:0203:c3f4:A8EA:0000:0000:0000:0010,123
CRYT3042824,2405:0203:c3f4:9EA1:0000:0000:0000:0010,123
CRYT3068793,2405:0203:c3f4:C958:0000:0000:0000:0010,123
CRYT3043071,2405:0203:c3f4:7A30:0000:0000:0000:0010,123
CRYT3034409,2405:0203:c3f4:9D38:0000:0000:0000:0010,123
CRYT3044799,2405:0203:c3f4:7A94:0000:0000:0000:0010,123
CRYT3025900,2405:0203:c3f4:3C41:0000:0000:0000:0010,123
CRYT3150572,2405:0203:c3f9:6644:0000:0000:0000:0010,123
CRYT3163644,2405:0203:c3f9:B05E:0000:0000:0000:0010,123
CRYT3038758,2405:0203:c3f4:74F9:0000:0000:0000:0010,123
CRYT3017657,2405:0203:c3f4:54EF:0000:0000:0000:0010,123
CRYT3016926,2405:0203:c3f4:43BA:0000:0000:0000:0010,123
CRYT3068191,2405:0203:c3f4:D134:0000:0000:0000:0010,123
CRYT3035076,2405:0203:c3f4:79A9:0000:0000:0000:0010,123
CRYT3071710,2405:0203:c3f4:8A3E:0000:0000:0000:0010,123
CRYT3038196,2405:0203:c3f4:6583:0000:0000:0000:0010,123
CRYT3037616,2405:0203:c3f4:73F3:0000:0000:0000:0010,123
CRYT3066824,2405:0203:c3f4:D1DF:0000:0000:0000:0010,123
CRYT3027682,2405:0203:c3f4:4A16:0000:0000:0000:0010,123
CRYT3162189,2405:0203:c3f4:F440:0000:0000:0000:0010,123
CRYT3069033,2405:0203:c3f4:CEFB:0000:0000:0000:0010,123
CRYT3070571,2405:0203:c3f4:CC7D:0000:0000:0000:0010,123
CRYT3070503,2405:0203:c3f4:C894:0000:0000:0000:0010,123
CRYT3072252,2405:0203:c3f4:8C22:0000:0000:0000:0010,123
CRYT3044911,2405:0203:c3f4:72A7:0000:0000:0000:0010,123
CRYT3157130,2405:0203:c3f9:A6CD:0000:0000:0000:0010,123
CRYT3070920,2405:0203:c3f4:C718:0000:0000:0000:0010,123
CRYT3040768,2405:0203:c3f4:BCEE:0000:0000:0000:0010,123
CRYT3068526,2405:0203:c3f4:D0A8:0000:0000:0000:0010,123
CRYT3032879,2405:0203:c3f4:AE91:0000:0000:0000:0010,123
CRYT3150577,2405:0203:c3f9:6653:0000:0000:0000:0010,123
CRYT3150285,2405:0203:c3f9:A0C3:0000:0000:0000:0010,123
CRYT3150731,2405:0203:c3f9:6668:0000:0000:0000:0010,123
CRYT3158192,2405:0203:c3f9:B726:0000:0000:0000:0010,123
CRYT3069234,2405:0203:c3f4:C447:0000:0000:0000:0010,123
CRYT3065398,2405:0203:c3f4:7FF5:0000:0000:0000:0010,123
CRYT3069151,2405:0203:c3f4:C41C:0000:0000:0000:0010,123
CRYT3068436,2405:0203:c3f4:D06C:0000:0000:0000:0010,123
CRYT3034944,2405:0203:c3f4:9B01:0000:0000:0000:0010,123
CRYT3158991,2405:0203:c3f4:EB3F:0000:0000:0000:0010,123
CRYT3163771,2405:0203:c3f9:ABC5:0000:0000:0000:0010,123
CRYT3163500,2405:0203:c3f9:AA6A:0000:0000:0000:0010,123
CRYT3153763,2405:0203:c3f9:A033:0000:0000:0000:0010,123
CRYT3164095,2405:0203:c3f4:E2AA:0000:0000:0000:0010,123
CRYT3074870,2405:0203:c3f9:8A3C:0000:0000:0000:0010,123
CRYT3162606,2405:0203:c3f4:F7A8:0000:0000:0000:0010,123
CRYT3025385,2405:0203:c3f4:4151:0000:0000:0000:0010,123
CRYT3327190,2405:0203:c3fa:CF42:0000:0000:0000:0010,123
CRYT3160723,2405:0203:c3f9:9D56:0000:0000:0000:0010,123
CRYT3162771,2405:0203:c3f4:F71D:0000:0000:0000:0010,123
CRYT3065324,2405:0203:c3f4:7EA2:0000:0000:0000:0010,123
CRYT3040478,2405:0203:c3f4:C0B6:0000:0000:0000:0010,123
CRYT3072672,2405:0203:c3f4:8C4C:0000:0000:0000:0010,123
CRYT3031167,2405:0203:c3f4:BFAB:0000:0000:0000:0010,123
CRYT3016690,2405:0203:c3f4:3E49:0000:0000:0000:0010,123
CRYT3019687,2405:0203:c3f4:6BC8:0000:0000:0000:0010,123
CRYT3151690,2405:0203:c3f9:98DA:0000:0000:0000:0010,123
CRYT3159262,2405:0203:c3f9:AA6F:0000:0000:0000:0010,123
CRYT3157744,2405:0203:c3f4:DE50:0000:0000:0000:0010,123
CRYT3160037,2405:0203:c3f9:9A39:0000:0000:0000:0010,123
CRYT3153966,2405:0203:c3f4:F0A1:0000:0000:0000:0010,123
CRYT3017316,2405:0203:c3f4:76A4:0000:0000:0000:0010,123
CRYT3029563,2405:0203:c3f4:6EA0:0000:0000:0000:0010,123
CRYT3041715,2405:0203:c3f4:A26B:0000:0000:0000:0010,123
CRYT3040367,2405:0203:c3f4:B9D1:0000:0000:0000:0010,123
CRYT3071578,2405:0203:c3f9:8B70:0000:0000:0000:0010,123
CRYT3072894,2405:0203:c3f4:8B7D:0000:0000:0000:0010,123
CRYT3043523,2405:0203:c3f4:786F:0000:0000:0000:0010,123
CRYT3069621,2405:0203:c3f4:C200:0000:0000:0000:0010,123
CRYT3074203,2405:0203:c3f9:8AD3:0000:0000:0000:0010,123
CRYT3074133,2405:0203:c3f9:6DF6:0000:0000:0000:0010,123
CRYT3156802,2405:0203:c3f9:B983:0000:0000:0000:0010,123
CRYT3155590,2405:0203:c3f4:F03F:0000:0000:0000:0010,123
CRYT3029678,2405:0203:c3f4:6103:0000:0000:0000:0010,123
CRYT3040670,2405:0203:c3f4:C120:0000:0000:0000:0010,123
CRYT3163551,2405:0203:c3f9:AB68:0000:0000:0000:0010,123
CRYT3160063,2405:0203:c3f9:99AA:0000:0000:0000:0010,123
CRYT3164449,2405:0203:c3f4:E23D:0000:0000:0000:0010,123
CRYT3019213,2405:0203:c3f4:5929:0000:0000:0000:0010,123
CRYT3027715,2405:0203:c3f4:499C:0000:0000:0000:0010,123
CRYT3043335,2405:0203:c3f4:5AC3:0000:0000:0000:0010,123
CRYT3040544,2405:0203:c3f4:C09F:0000:0000:0000:0010,123
CRYT3040825,2405:0203:c3f4:BDCF:0000:0000:0000:0010,123
CRYT3029150,2405:0203:c3f4:56BA:0000:0000:0000:0010,123
CRYT3033819,2405:0203:c3f4:9E7A:0000:0000:0000:0010,123
CRYT3040922,2405:0203:c3f4:BE67:0000:0000:0000:0010,123
CRYT3074635,2405:0203:c3f4:9E02:0000:0000:0000:0010,123
CRYT3074859,2405:0203:c3f9:873E:0000:0000:0000:0010,123
CRYT3150302,2405:0203:c3f9:A0B8:0000:0000:0000:0010,123
CRYT3155648,2405:0203:c3f4:F789:0000:0000:0000:0010,123
CRYT3027176,2405:0203:c3f4:4CBF:0000:0000:0000:0010,123
CRYT3032533,2405:0203:c3f4:A311:0000:0000:0000:0010,123
CRYT3032467,2405:0203:c3f4:B0D2:0000:0000:0000:0010,123
CRYT3068288,2405:0203:c3f4:D007:0000:0000:0000:0010,123
CRYT3375648,2405:0203:c3e0:B9D7:0000:0000:0000:0010,123
CRYT3385027,2405:0203:c3fa:A7BC:0000:0000:0000:0010,123
CRYT3039371,2405:0203:c3f4:75B3:0000:0000:0000:0010,123
CRYT3070647,2405:0203:c3f4:CC62:0000:0000:0000:0010,123
CRYT3019881,2405:0203:c3f4:8491:0000:0000:0000:0010,123
CRYT3035457,2405:0203:c3f4:6397:0000:0000:0000:0010,123
CRYT3036910,2405:0203:c3f4:861C:0000:0000:0000:0010,123
CRYT3025800,2405:0203:c3f4:3B9B:0000:0000:0000:0010,123
CRYT3041255,2405:0203:c3f4:B4F1:0000:0000:0000:0010,123
CRYT3151275,2405:0203:c3f9:BF32:0000:0000:0000:0010,123
CRYT3163894,2405:0203:c3f9:AFAD:0000:0000:0000:0010,123
CRYT3031623,2405:0203:c3f4:B2EF:0000:0000:0000:0010,123
CRYT3071056,2405:0203:c3f4:C624:0000:0000:0000:0010,123
